"class","order","family","genus","sci_name","alt_names","tax_level","life_stage","body_shape","body_shape_ordinal","shape_eel_like","shape_elongated","shape_fusiform","shape_globiform","shape_compressiform","shape_depressiform","l_min_TL","l_max_TL","l_min","l_min_type","l_max","l_max_type","l_note","l_ref","l_url","l_ref2","l_url2","l_ref3","l_url3","l_ref4","l_url4","phys_defense","defense_spines_num","defense_spines","exoskeleton","exoskeleton_note","transparent","col_disrupt","col_disrupt_type","silver","countershade","countershade_silver_note","countershade_ref","countershade_url","silver_ref","silver_url","photophore_num","photophore","photophore_note","photophore_ref","photophore_url","photophore_ref2","photophore_url2","addl_ref","addl_url","addl_ref2","addl_url2","addl_ref3","addl_url3","addl_ref4","addl_url4","TL_BH","SL_BH","TL_TH","SL_TH","SL_TL","eye_TL","sd_TL_BH","sd_SL_BH","sd_TL_TH","sd_SL_TH","sd_SL_TL","sd_eye_TL","n_TL_BH","n_SL_BH","n_TL_TH","n_SL_TH","n_SL_TL","n_eye_TL"
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis","Stigmatoteuthis dofleini",NA,"species","juvenile","fusiform",3,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,"spots",0,0,NA,NA,NA,NA,NA,"present",1,NA,"Young, R. E. & Vecchione, M. Stigmatoteuthis dofleini. Tree of Life Project http://tolweb.org/Stigmatoteuthis_dofleini/19794 (2015).","http://tolweb.org/Stigmatoteuthis_dofleini/19794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis","Stigmatoteuthis dofleini",NA,"species","larva","fusiform",3,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"present",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis","Stigmatoteuthis hoylei",NA,"species","adult","fusiform",3,0,0,1,0,0,0,NA,86.9180616333413,NA,NA,24,"ML",NA,"Palomares, M. L. D. & Pauly, D. SeaLifeBase. SeaLifeBase https://www.sealifebase.ca/ (2023).","https://www.sealifebase.se/summary/Stigmatoteuthis-hoylei.html",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,"spots",0,0,NA,NA,NA,NA,NA,"present",1,NA,"Young, R. E. & Vecchione, M. Stigmatoteuthis hoylei. Tree of Life Project http://tolweb.org/Stigmatoteuthis_hoylei/19795 (2015).","http://tolweb.org/Stigmatoteuthis_hoylei/19795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15980761649445,1.66882930987422,6.10744366609824,1.80502754385411,0.276122126391205,0.050968722656712,0.727357669295561,0.330112501120059,0.786769572962151,0.417916914705801,0.0742419042718736,0.00796365447542695,5,5,4,4,5,5
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis","Stigmatoteuthis hoylei",NA,"species","juvenile","fusiform",3,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,"spots",0,0,NA,NA,NA,NA,NA,"present",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis","Stigmatoteuthis hoylei",NA,"species","larva","fusiform",3,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"present",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Stomiiformes","Stomiidae","Stomias","Stomias atriventer","Stomias atriventer","species","adult","elongated",2,0,1,0,0,0,0,NA,25,NA,NA,25,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Stomias-atriventer.html",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,0,NA,NA,NA,NA,NA,"present",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.36643149837511,8.62884298558942,8.28934109030465,7.72982624730541,0.920366842935901,0.0131734575743856,0.966112923537689,1.04992078835618,NA,NA,0.0171615504824976,NA,2,2,1,1,2,1
"Actinopterygii","Stomiiformes","Stomiidae","Stomias","Stomias atriventer","Stomias atriventer","species","juvenile","elongated",2,0,1,0,0,0,0,3.2571353336324,NA,3,"SL",NA,NA,NA,"Moser, H. G. The early stages of fishes in the California current region. CalCOFI Atlas 33, 1–1505 (1996).","https://calcofi.org/downloads/publications/atlases/CalCOFI_Atlas_33.pdf",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,0,NA,NA,NA,NA,NA,"present",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Stomiiformes","Stomiidae","Stomias","Stomias atriventer","Stomias atriventer","species","larva","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"present",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Amphipoda","Oxycephalidae","Streetsia","Streetsia challengeri",NA,"species","adult","elongated",2,0,1,0,0,0,0,NA,4.9,NA,NA,4.9,"TL","Lcom is average of length range given","Krygier, E. E. & Pearcy, W. G. Vertical Distribution and Biology of Pelagic Decapod Crustaceans Off Oregon. Journal of Crustacean Biology 1, 70–95 (1981).","10.2307/1548206","Zooplankton of the South Atlantic Ocean. Zooplankton of the South Atlantic Ocean - Linnaeus NG https://sat-zooplankton.linnaeus.naturalis.nl/linnaeus_ng/app/views/introduction/topic.php?id=3441&epi=23 (2023).","https://sat-zooplankton.linnaeus.naturalis.nl/linnaeus_ng/app/views/species/taxon.php?id=26860&epi=23",NA,NA,NA,NA,1,1,1,1,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"1",1,NA,"Herring, P. J. Bioluminescence in the Crustacea. Journal of Crustacean Biology 5, 557–573 (1985).","10.2307/1548235",NA,NA,"Palomares, M. L. D. & Pauly, D. SeaLifeBase. SeaLifeBase https://www.sealifebase.ca/ (2023).","https://www.sealifebase.se/summary/Streetsia-challengeri.html","Google Images. https://images.google.com/ (2023).","https://images.google.com/",NA,NA,NA,NA,8.70626519237353,7.24715509544827,5.44723538920836,4.54203038378944,0.827920600755254,0.0120055118189086,1.32532500629438,1.61043031606279,1.09096663752412,1.22430580198273,0.0589422018875673,0.00316569994203014,2,2,2,2,2,2
"Malacostraca","Amphipoda","Oxycephalidae","Streetsia","Streetsia challengeri",NA,"species","juvenile","-9999",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",-9999,"-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999",-9999,-9999,-9999,-9999,"-9999",-9999,-9999,"-9999",-9999,-9999,"-9999","-9999","-9999","-9999","-9999","-9999",-9999,"-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999",NA,NA,5.2266898861353,4.92514936369725,3.12713312494991,2.94672116694718,0.942307554301637,0.148486156376002,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
"Actinopterygii","Beloniformes","Belonidae","Strongylura","Strongylura exilis",NA,"species","adult","elongated",2,0,1,0,0,0,0,NA,91,NA,NA,91,"TL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Strongylura-exilis.html",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Strongylura-exilis.html",NA,NA,NA,NA,NA,NA,18.1076610441128,16.3743473040017,7.07409312784459,6.3578972304786,0.903840389806804,0.0256648342771058,1.45729872163909,1.49865975343545,1.0358406371719,1.05140138871493,0.0163935535580957,0.00391942307858239,3,3,2,2,3,3
"Actinopterygii","Beloniformes","Belonidae","Strongylura","Strongylura exilis",NA,"species","juvenile","elongated",2,0,1,0,0,0,0,7.99124447343625,NA,6.8,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,1,NA,"Ambrose, D. A. & Moser, H. G. Rearing, development, and early life history of the California Needlefish, Strongylura exilis. Revue française d’aquariologie 15, 43–48 (1988).","https://books.google.ca/books?id=eAwEAQAAIAAJ&pg=PA1963&lpg=PA1963&dq=Strongylura+exilis+juvenile&source=bl&ots=2Ai_YXNWgh&sig=ACfU3U2zxiTjuLbLchMoM9MPZe5VEzUEpA&hl=en&sa=X&ved=2ahUKEwi36MSauJrmAhVBqp4KHT2hBGUQ6AEwDXoECAwQAQ#v=onepage&q=Strongylura%20exilis%20juvenile&f=false",NA,NA,"0",0,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Strongylura-exilis.html",NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Beloniformes","Belonidae","Strongylura","Strongylura exilis",NA,"species","larva","elongated",2,0,1,0,0,0,0,NA,NA,0.62,"SL",6.8,"SL",NA,"Moser, H. G. The early stages of fishes in the California current region. CalCOFI Atlas 33, 1–1505 (1996).","https://calcofi.org/downloads/publications/atlases/CalCOFI_Atlas_33.pdf",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron","Stylocheiron abbreviatum",NA,"species","adult","elongated",2,0,1,0,0,0,0,NA,2,NA,NA,2,"TL",NA,"Palomares, M. L. D. & Pauly, D. SeaLifeBase. SeaLifeBase https://www.sealifebase.ca/ (2023).","https://www.sealifebase.se/summary/Stylocheiron-abbreviatum.html",NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,0,NA,0,0,NA,"Galbraith, M. Stylocheiron abbreviatum. WoRMS image https://www.marinespecies.org/aphia.php?p=image&tid=110699&pic=38355 (2011).","https://www.marinespecies.org/aphia.php?p=image&tid=110699&pic=38355","Galbraith, M. Stylocheiron abbreviatum. WoRMS image https://www.marinespecies.org/aphia.php?p=image&tid=110699&pic=38355 (2011).","https://www.marinespecies.org/aphia.php?p=image&tid=110699&pic=38355","10",1,NA,"Herring, P. J. & Locket, N. A. The luminescence and photophores of euphausiid crustaceans. Journal of Zoology 186, 431–462 (1978).","10.1111/j.1469-7998.1978.tb03932.x",NA,NA,"Google Images. https://images.google.com/ (2023).","https://images.google.com/",NA,NA,NA,NA,NA,NA,8.26961922680291,6.65254150561674,8.26961922680291,6.65254150561674,0.804455601057784,0.0882143516693987,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
"Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron","Stylocheiron abbreviatum",NA,"species","juvenile","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"present",1,NA,NA,NA,NA,NA,"Google Images. https://images.google.com/ (2023).","https://images.google.com/",NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron","Stylocheiron abbreviatum",NA,"species","larva","globiform",6,0,0,0,1,0,0,0.2,NA,0.2,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Aulopiformes","Paralepididae","Sudis","Sudis hyalina",NA,"species","adult","elongated",2,0,1,0,0,0,0,40,100,40,"TL",100,"TL","Some info in this link:","Türker, D., Kara, A., Bal, H. & Tunay, Ö. K. Occurrence of rare deep-water fish Sudis hyalina Rafinesque, 1810 (Paralepididae) in Gökova Bay, Aegean Sea of Turkey. Journal of Applied Ichthyology 33, 535–538 (2017).","10.1111/jai.13332",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,1,0,NA,NA,NA,NA,NA,"0",0,NA,"Harry, R. R. Studies on the Bathypelagic Fishes of the Family Paralepididae. 1. Survey of the Genera. Pacific Science 7, 219–249 (1953).","https://scholarspace.manoa.hawaii.edu/server/api/core/bitstreams/ca377684-7d3c-4a3f-86a5-fec929c5ba79/content",NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sudis-hyalina.html","Harry, R. R. Studies on the Bathypelagic Fishes of the Family Paralepididae. 1. Survey of the Genera. Pacific Science 7, 219–249 (1953).","https://scholarspace.manoa.hawaii.edu/server/api/core/bitstreams/ca377684-7d3c-4a3f-86a5-fec929c5ba79/content",NA,NA,NA,NA,9.59635272287898,8.45795398600797,NA,NA,0.880258498623057,0.0451398212789234,1.17332135146033,1.13648824074932,NA,NA,0.0113809787341699,0.00344077722126521,10,10,0,0,10,10
"Actinopterygii","Aulopiformes","Paralepididae","Sudis","Sudis hyalina",NA,"species","juvenile","elongated",2,0,1,0,0,0,0,NA,40,NA,NA,40,"TL","probably not the length at maturity. All it says is that it is still a juvenille at 40cm, nonetheles I think this is a useful observation","Fishes of the Northeastern Atlantic and Mediterranean. Fishes of the Northeastern Atlantic and Mediterranean - Linnaeus NG https://fishes-fnam.linnaeus.naturalis.nl/linnaeus_ng/app/views/introduction/topic.php?id=3361&epi=141 (2023).","https://fishes-fnam.linnaeus.naturalis.nl/linnaeus_ng/app/views/species/taxon.php?id=109817&cat=271&epi=141",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,1,0,NA,NA,NA,NA,NA,"0",0,NA,"Harry, R. R. Studies on the Bathypelagic Fishes of the Family Paralepididae. 1. Survey of the Genera. Pacific Science 7, 219–249 (1953).","https://scholarspace.manoa.hawaii.edu/server/api/core/bitstreams/ca377684-7d3c-4a3f-86a5-fec929c5ba79/content",NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Sudis-hyalina.html","Harry, R. R. Studies on the Bathypelagic Fishes of the Family Paralepididae. 1. Survey of the Genera. Pacific Science 7, 219–249 (1953).","https://scholarspace.manoa.hawaii.edu/server/api/core/bitstreams/ca377684-7d3c-4a3f-86a5-fec929c5ba79/content",NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Aulopiformes","Paralepididae","Sudis","Sudis hyalina",NA,"species","larva","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,"This source is for common length. Although not officially stated, based on this source and the source two cells up, this seems to approximately the common length at which this fish is caught.","Farrag, M. M. S. Deep-sea ichthyofauna from Eastern Mediterranean Sea, Egypt: Update and new records. The Egyptian Journal of Aquatic Research 42, 479–489 (2016).","10.1016/j.ejar.2016.12.005",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus barnardi",NA,"species","adult","elongated",2,0,1,0,0,0,0,9.5,13.9839152931526,9.5,"TL",11.6,"SL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Symbolophorus-barnardi.html",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,0,NA,NA,NA,NA,NA,"present",1,NA,"Nafpaktitis, B. G. FAO Species Identification Sheets - Myctophidae. FAO Species Identification Sheets 1–8 (1982).","https://www.fao.org/3/ad468e/AD468eIO.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.04778527444463,5.0065967046678,3.15076838038392,2.61064433938804,0.829524475572311,0.084093081805995007,0.508191172934369,0.331596322680838,0.689582817580839,0.490075850263243,0.0386633915435513,0.0119950463208133,7,7,4,4,7,7
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus barnardi",NA,"species","juvenile","elongated",2,0,1,0,0,0,0,NA,9.5,NA,NA,9.5,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,1,0,NA,NA,NA,NA,NA,"present",1,NA,"Nafpaktitis, B. G. FAO Species Identification Sheets - Myctophidae. FAO Species Identification Sheets 1–8 (1982).","https://www.fao.org/3/ad468e/AD468eIO.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus barnardi",NA,"species","larva","elongated",2,0,1,0,0,0,0,0.65,NA,0.65,"BL",NA,NA,NA,"Pattrick, P., Strydom, N. A. & Wooldridge, T. H. Composition, abundance, distribution and seasonality of larval fishes in the Mngazi Estuary, South Africa. African Journal of Aquatic Science 32, 113–123 (2007).","10.2989/AJAS.2007.32.2.2.199",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,"Olivar, M.-P. & Beckley, L. E. Investigations on the occurrence of larvae of Symbolophorus species (Myctophidae) off southern Africa. South African Journal of Marine Science 14, 349–359 (1994).","10.2989/025776194784286987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis","Symbolophorus californiensis; Myctophum californiense Eigenmann & Eigenmann, 1889; Symbolophorus californiense (Eigenmann & Eigenmann, 1889)","species","adult","fusiform",3,0,0,1,0,0,0,10.642511961685,14.8307022877439,8.97,"SL",12.5,"SL",NA,"Sassa, C. & Takasuka, A. Distribution of Symbolophorus californiensis (Teleostei: Myctophidae) in the Kuroshio region during late winter: Evidence of a southward spawning migration. Deep Sea Research Part I: Oceanographic Research Papers 150, 103053 (2019).","10.1016/j.dsr.2019.05.013",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,"bioluminescence",1,1,NA,NA,NA,NA,NA,"present",1,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Symbolophorus-californiensis.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88849037699132,4.95875885317765,2.59269356722157,2.1623345828861402,0.842846128084577,0.0712585339529977,0.195451356684792,0.0895104672190973,0.208391323508991,0.0881134704023303,0.0305208486785474,0.00302811833810093,6,6,3,3,6,6
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis","Symbolophorus californiensis; Myctophum californiense Eigenmann & Eigenmann, 1889; Symbolophorus californiense (Eigenmann & Eigenmann, 1889)","species","juvenile","fusiform",3,0,0,1,0,0,0,2.86953059880665,10.7248706130399,2.4,"SL",8.97,"SL",NA,"Sassa, C. & Takasuka, A. Distribution of Symbolophorus californiensis (Teleostei: Myctophidae) in the Kuroshio region during late winter: Evidence of a southward spawning migration. Deep Sea Research Part I: Oceanographic Research Papers 150, 103053 (2019).","10.1016/j.dsr.2019.05.013",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,"bioluminescence",1,1,NA,NA,NA,NA,NA,"present",1,NA,"Sassa, C. Feeding ecology of Symbolophorus californiensis larvae (Teleostei: Myctophidae) in the southern transition region of the western North Pacific. J. Mar. Biol. Ass. 90, 1249–1256 (2010).","10.1017/S0025315409990464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58081947432516,4.66091848028286,2.76499360901799,2.3124583158076,0.836373726419953,0.0690833290406197,0.376796241548975,0.256481139603047,0.273554095131302,0.250368467672764,0.0378631895568576,0.00533527200146603,6,6,6,6,6,6
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis","Symbolophorus californiensis; Myctophum californiense Eigenmann & Eigenmann, 1889; Symbolophorus californiense (Eigenmann & Eigenmann, 1889)","species","larva","elongated",2,0,1,0,0,0,0,0.37,NA,0.37,"BL",2.4,"SL","l_min is the smallest size found, not necessarily hatching length.","Sassa, C. Feeding ecology of Symbolophorus californiensis larvae (Teleostei: Myctophidae) in the southern transition region of the western North Pacific. J. Mar. Biol. Ass. 90, 1249–1256 (2010).","10.1017/S0025315409990464",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"0",0,NA,"Sassa, C. Feeding ecology of Symbolophorus californiensis larvae (Teleostei: Myctophidae) in the southern transition region of the western North Pacific. J. Mar. Biol. Ass. 90, 1249–1256 (2010).","10.1017/S0025315409990464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus evermanni",NA,"species","adult","elongated",2,0,1,0,0,0,0,NA,9.50588222242958,NA,NA,8,"SL",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Symbolophorus-evermanni.html",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"present",1,NA,"Nafpaktitis, B. G. FAO Species Identification Sheets - Myctophidae. FAO Species Identification Sheets 1–8 (1982).","https://www.fao.org/3/ad468e/AD468eIO.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69939860307993,4.7810439365268,2.72144172094892,2.36187078064552,0.841584169970423,0.0784734780154199,0.630116292028615,0.387262246890998,0.3623083687046,0.483536175581232,0.0378763358306149,0.00830866102575353,6,6,2,2,6,6
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus evermanni",NA,"species","juvenile","elongated",2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,"present",1,NA,"Nafpaktitis, B. G. FAO Species Identification Sheets - Myctophidae. FAO Species Identification Sheets 1–8 (1982).","https://www.fao.org/3/ad468e/AD468eIO.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus evermanni",NA,"species","larva","elongated",2,0,1,0,0,0,0,0.35,NA,0.35,"BL",2.11,"SL",NA,"Olivar, M. P., Moser, H. G. & Beckley, L. E. Lanternfish larvae from the Agulhas current (SW Indian Ocean). Sci. Mar. 63, 101–120 (1999).","10.3989/scimar.1999.63n2101","Sassa, C., Kawaguchi, K., Hirota, Y. & Ishida, M. Distribution depth of the transforming stage larvae of myctophid fishes in the subtropical–tropical waters of the western North Pacific. Deep Sea Research Part I: Oceanographic Research Papers 54, 2181–2193 (2007).","10.1016/j.dsr.2007.09.006",NA,NA,NA,NA,0,0,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,"present",1,NA,"Olivar, M.-P. & Beckley, L. E. Investigations on the occurrence of larvae of Symbolophorus species (Myctophidae) off southern Africa. South African Journal of Marine Science 14, 349–359 (1994).","10.2989/025776194784286987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"Actinopterygii","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus atricaudus","Symphurus atricauda; Aphoristia atricauda Jordan & Gilbert, 1880; Symphurus atricauda (Jordan & Gilbert, 1880)","species","adult","compressiform",4,0,0,0,0,1,0,NA,21,NA,NA,21,"TL","Common length is SL","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Symphurus-atricaudus.html",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,1,"pattern",0,0,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.80369973461065,3.56104052454142,2.96662910089759,2.77486335798631,0.935688586048105,0.024629467758444,0.371952278645519,0.379077457592344,0.136962380160708,0.108698926152983,0.0159408878467659,0.0037079112604045,6,6,6,6,6,6
