"class","order","family","genus","sci_name","alt_names","tax_level","life_stage","trait_note","trait_confidence","depth_min","depth_max","temp_min","temp_max","temp_mean","vert_habitat","vert_habitat_2","vert_habitat_3","vert_ordinal","vert_benthic","vert_demersal","vert_epipelagic","vert_mesopelagic","vert_bathypelagic","horz_habitat","horz_habitat_2","horz_habitat_3","horz_ordinal","horz_intertidal","horz_reef","horz_coastal","horz_continental_shelf","horz_continental_slope","horz_oceanic","habitat_note","habitat_note2","habitat_ref","habitat_url","habitat_ref2","habitat_url2","habitat_ref3","habitat_url3","habitat_ref4","habitat_url4","DemersPelag","diel_migrant","diel_note","diel_note2","diel_ref","diel_url","diel_ref2","diel_url2","diel_ref3","diel_url3","refuge","refuge_note","refuge_ref","refuge_url","refuge_ref2","refuge_url2","refuge_ref3","refuge_url3","refuge_ref4","refuge_url4","season_migrant","season_note","season_ref","season_url","season_ref2","season_url2","season_ref3","season_url3","AnaCat","gregarious_original","gregarious","gregarious_2","gregarious_3","gregarious_ordinal","gregarious_solitary","gregarious_shoaling","gregarious_schooling","gregarious_note","gregarious_ref","gregarious_url","gregarious_ref2","gregarious_url2","gregarious_ref3","gregarious_url3","addl_ref","addl_url","addl_ref2","addl_url2","addl_ref3","addl_url3","addl_ref4","addl_url4"
"Actinopterygii","Perciformes","Icosteidae","Icosteus","Icosteus aenigmaticus","Icosteus aenigmaticus; Acrotus willoughbyi Bean, 1888; Schedophilopsis spinosus Steindachner, 1883","species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"mesopelagic",NA,NA,4,0,0,0,1,0,"continental shelf",NA,NA,4,0,0,0,1,0,0,NA,NA,"Allen, G. H. The Ragﬁsh, Icosteus aenigmaticus Lockington, 1880: A Synthesis of Historical and Recent Records From the North Paciﬁc Ocean and the Bering Sea. Marine Fisheries Review 63, 1–31 (2001).","https://aquadocs.org/bitstream/handle/1834/26361/mfr6341.pdf?sequence=1&isAllowed=y",NA,NA,NA,NA,NA,NA,"bathypelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"pelagic","Allen, G. H. The Ragﬁsh, Icosteus aenigmaticus Lockington, 1880: A Synthesis of Historical and Recent Records From the North Paciﬁc Ocean and the Bering Sea. Marine Fisheries Review 63, 1–31 (2001).","https://aquadocs.org/bitstream/handle/1834/26361/mfr6341.pdf?sequence=1&isAllowed=y",NA,NA,NA,NA,NA,NA,1,NA,"Allen, G. H. The Ragﬁsh, Icosteus aenigmaticus Lockington, 1880: A Synthesis of Historical and Recent Records From the North Paciﬁc Ocean and the Bering Sea. Marine Fisheries Review 63, 1–31 (2001).","https://aquadocs.org/bitstream/handle/1834/26361/mfr6341.pdf?sequence=1&isAllowed=y",NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,3,0,0,1,NA,"Allen, G. H. The Ragﬁsh, Icosteus aenigmaticus Lockington, 1880: A Synthesis of Historical and Recent Records From the North Paciﬁc Ocean and the Bering Sea. Marine Fisheries Review 63, 1–31 (2001).","https://aquadocs.org/bitstream/handle/1834/26361/mfr6341.pdf?sequence=1&isAllowed=y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Icosteidae","Icosteus","Icosteus aenigmaticus","Icosteus aenigmaticus; Acrotus willoughbyi Bean, 1888; Schedophilopsis spinosus Steindachner, 1882","species","juvenile","almost nothing known","low",0,1420,2,14.1,6.2,"epipelagic",NA,NA,3,0,0,1,0,0,"continental shelf",NA,NA,4,0,0,0,1,0,0,NA,NA,"Allen, G. H. The Ragﬁsh, Icosteus aenigmaticus Lockington, 1880: A Synthesis of Historical and Recent Records From the North Paciﬁc Ocean and the Bering Sea. Marine Fisheries Review 63, 1–31 (2001).","https://aquadocs.org/bitstream/handle/1834/26361/mfr6341.pdf?sequence=1&isAllowed=y",NA,NA,NA,NA,NA,NA,"bathypelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"""Juvenile ragfish are often sighted in association with jellyfish, which they use for shelter in the open ocean.""","Encyclopedia of Life. https://eol.org/ (2023).","https://eol.org/pages/46575117#:~:text=Icosteus%20aenigmaticus%20(Ragfish)%20is%20a,They%20have%20sexual%20reproduction.&text=Definition%3A%20A%20measurement%20of%20the,distinct%20ends%20of%20the%20body.","Puget Sound Institute. Encyclopedia of Puget Sound. Encyclopedia of Puget Sound https://www.eopugetsound.org/ (2023).","https://www.eopugetsound.org/species/icosteus-aenigmaticus",NA,NA,NA,NA,0,NA,"Allen, G. H. The Ragﬁsh, Icosteus aenigmaticus Lockington, 1880: A Synthesis of Historical and Recent Records From the North Paciﬁc Ocean and the Bering Sea. Marine Fisheries Review 63, 1–31 (2001).","https://aquadocs.org/bitstream/handle/1834/26361/mfr6341.pdf?sequence=1&isAllowed=y",NA,NA,NA,NA,NA,"solitary","solitary",NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Anarhichadidae","Anarrhichthys","Anarrhichthys ocellatus",NA,"species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic",NA,NA,3,0,0,1,0,0,"continental shelf","continental slope",NA,4,0,0,0,1,1,0,NA,NA,"Allen, L., Horn, M., Edmands, F. & Usui, C. Structure and seasonal dynamics of the fish assemblages in the Cabrillo beach area of Los Angeles harbor, California. Bulletin of the South California Academy of Science 82, 47–70 (1983).","https://www.researchgate.net/profile/Larry-Allen-3/publication/284659537_Structure_and_seasonal_dynamics_of_the_fish_assemblages_in_the_Cabrillo_beach_area_of_Los_Angeles_harbor_California/links/565e196808aeafc2aac8d3a1/Structure-and-seasonal-dynamics-of-the-fish-assemblages-in-the-Cabrillo-beach-area-of-Los-Angeles-harbor-California.pdf",NA,NA,NA,NA,NA,NA,NA,0,"Not reported",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Possible",NA,NA,NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Lampriformes","Trachipteridae","Desmodema","Desmodema polystictum",NA,"species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"mesopelagic","epipelagic",NA,4,0,0,1,1,0,"oceanic",NA,NA,6,0,0,0,0,0,1,"Mesopelagic selected = the most common portion of the water column it is found",NA,"Amaoka, K. et al. Larval and Juvenile Fishes Collected from the Northern Pacific Ocean by T/S OSHORO-MARU：Part 1: Salmoniformes, Clupeiformes, Myctophiformes, Cyprinodontiformes, Lophiiformes and Lampriformes. Bull. Fac. Fish. Hokkaido Univ. 43, 1–23 (1992).","https://eprints.lib.hokudai.ac.jp/dspace/bitstream/2115/24088/1/43(1)_P1-23.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"mesopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Zoarcidae","Lycodapus","Lycodapus mandibularis","Lycodapus mandibularis; Lycodapus attenuatus Gilbert, 1915; Lycodapus lycodon Gilbert, 1916","species","juvenile","almost nothing known","low",100,1370,3.6,6.6,4.8,"mesopelagic","bathypelagic",NA,4,0,0,0,1,1,"continental shelf",NA,NA,4,0,0,0,1,0,0,NA,NA,"Anderson, M. E. Aspects of the Natural History of the Midwater Fish Lycodapus mandibularis (Zoarcidae) in Monterey Bay, California. Pacific Science 34, 181–194 (1980).","https://scholarspace.manoa.hawaii.edu/server/api/core/bitstreams/a05fff05-50f3-4071-b4e1-a0c4233d4508/content",NA,NA,NA,NA,NA,NA,"bathypelagic",1,"Although nighttime samples were scarce in all depth intervals, L. mandibularis appeared to exhibit diel vertical migration (Figure 3). The species was present in only 3 of 15 hauls above 300 m during the day (both areas combined), whereas it occurred in 6 of 12 hauls above 300 rn at night.",NA,"Anderson, M. E. Aspects of the Natural History of the Midwater Fish Lycodapus mandibularis (Zoarcidae) in Monterey Bay, California. Pacific Science 34, 181–194 (1980).","https://scholarspace.manoa.hawaii.edu/server/api/core/bitstreams/a05fff05-50f3-4071-b4e1-a0c4233d4508/content",NA,NA,NA,NA,0,"pelagic",NA,NA,NA,NA,NA,NA,NA,NA,0,"Ripe individuals were found year-round and spawning is nonseasonal, probably occurring in midwater.","Anderson, M. E. Aspects of the Natural History of the Midwater Fish Lycodapus mandibularis (Zoarcidae) in Monterey Bay, California. Pacific Science 34, 181–194 (1980).","https://scholarspace.manoa.hawaii.edu/server/api/core/bitstreams/a05fff05-50f3-4071-b4e1-a0c4233d4508/content",NA,NA,NA,NA,NA,"shoaling","shoaling",NA,NA,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Zoarcidae","Lycodapus","Lycodapus mandibularis","Lycodapus mandibularis; Lycodapus attenuatus Gilbert, 1915; Lycodapus lycodon Gilbert, 1916","species","adult","species level info, but not a lot out there","medium",100,1370,3.6,6.6,4.8,"mesopelagic","bathypelagic",NA,4,0,0,0,1,1,"continental shelf",NA,NA,4,0,0,0,1,0,0,NA,NA,"Anderson, M. E. Aspects of the Natural History of the Midwater Fish Lycodapus mandibularis (Zoarcidae) in Monterey Bay, California. Pacific Science 34, 181–194 (1980).","https://scholarspace.manoa.hawaii.edu/server/api/core/bitstreams/a05fff05-50f3-4071-b4e1-a0c4233d4508/content",NA,NA,NA,NA,NA,NA,"bathypelagic",1,"Although nighttime samples were scarce in all depth intervals, L. mandibularis appeared to exhibit diel vertical migration (Figure 3). The species was present in only 3 of 15 hauls above 300 m during the day (both areas combined), whereas it occurred in 6 of 12 hauls above 300 rn at night.",NA,"Anderson, M. E. Aspects of the Natural History of the Midwater Fish Lycodapus mandibularis (Zoarcidae) in Monterey Bay, California. Pacific Science 34, 181–194 (1980).","https://scholarspace.manoa.hawaii.edu/server/api/core/bitstreams/a05fff05-50f3-4071-b4e1-a0c4233d4508/content",NA,NA,NA,NA,0,"pelagic",NA,NA,NA,NA,NA,NA,NA,NA,0,"Ripe individuals were found year-round and spawning is nonseasonal, probably occurring in midwater.","Anderson, M. E. Aspects of the Natural History of the Midwater Fish Lycodapus mandibularis (Zoarcidae) in Monterey Bay, California. Pacific Science 34, 181–194 (1980).","https://scholarspace.manoa.hawaii.edu/server/api/core/bitstreams/a05fff05-50f3-4071-b4e1-a0c4233d4508/content",NA,NA,NA,NA,NA,"solitary","solitary","shoaling",NA,1,1,1,0,"based on generalization for family","Anderson, E. Zoarcoidei (Eelpouts and Relatives). Encyclopedia.com https://www.encyclopedia.com/environment/encyclopedias-almanacs-transcripts-and-maps/zoarcoidei-eelpouts-and-relatives (2023).","https://www.encyclopedia.com/environment/encyclopedias-almanacs-transcripts-and-maps/zoarcoidei-eelpouts-and-relatives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Zoarcidae","Lycodapus","Lycodapus mandibularis","Lycodapus mandibularis; Lycodapus attenuatus Gilbert, 1915; Lycodapus lycodon Gilbert, 1917","species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"mesopelagic","bathypelagic",NA,4,0,0,0,1,1,"continental shelf",NA,NA,4,0,0,0,1,0,0,NA,NA,"Anderson, M. E. Aspects of the Natural History of the Midwater Fish Lycodapus mandibularis (Zoarcidae) in Monterey Bay, California. Pacific Science 34, 181–194 (1980).","https://scholarspace.manoa.hawaii.edu/server/api/core/bitstreams/a05fff05-50f3-4071-b4e1-a0c4233d4508/content",NA,NA,NA,NA,NA,NA,"bathypelagic",1,"Although nighttime samples were scarce in all depth intervals, L. mandibularis appeared to exhibit diel vertical migration (Figure 3). The species was present in only 3 of 15 hauls above 300 m during the day (both areas combined), whereas it occurred in 6 of 12 hauls above 300 rn at night.",NA,"Anderson, M. E. Aspects of the Natural History of the Midwater Fish Lycodapus mandibularis (Zoarcidae) in Monterey Bay, California. Pacific Science 34, 181–194 (1980).","https://scholarspace.manoa.hawaii.edu/server/api/core/bitstreams/a05fff05-50f3-4071-b4e1-a0c4233d4508/content",NA,NA,NA,NA,0,"pelagic","Peden, A. E. Meristic Variation of Lycodapus mandibularis (Pisces: Zoarcidae) and Oceanic Upwelling on the West Coast of North America. J. Fish. Res. Bd. Can. 36, 69–76 (1979).","10.1139/f79-009",NA,NA,NA,NA,NA,NA,0,"Ripe individuals were found year-round and spawning is nonseasonal, probably occurring in midwater.","Anderson, M. E. Aspects of the Natural History of the Midwater Fish Lycodapus mandibularis (Zoarcidae) in Monterey Bay, California. Pacific Science 34, 181–194 (1980).","https://scholarspace.manoa.hawaii.edu/server/api/core/bitstreams/a05fff05-50f3-4071-b4e1-a0c4233d4508/content",NA,NA,NA,NA,NA,"planktonic","schooling",NA,NA,3,0,0,1,NA,"Peden, A. E. Meristic Variation of Lycodapus mandibularis (Pisces: Zoarcidae) and Oceanic Upwelling on the West Coast of North America. J. Fish. Res. Bd. Can. 36, 69–76 (1979).","10.1139/f79-009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Argentiniformes","Bathylagidae","Bathylagoides","Bathylagoides wesethi",NA,"species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic","mesopelagic",NA,3,0,0,1,1,0,"oceanic",NA,NA,6,0,0,0,0,0,1,NA,NA,"Apango-Figueroa, E., Sánchez-Velasco, L., Lavín, M. F., Godínez, V. M. & Barton, E. D. Larval fish habitats in a mesoscale dipole eddy in the gulf of California. Deep Sea Research Part I: Oceanographic Research Papers 103, 1–12 (2015).","10.1016/j.dsr.2015.05.005",NA,NA,NA,NA,NA,NA,NA,1,"likely, planktonic prey",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Likely breeding season","Bautista-Romero, J. J., Funes-Rodríguez, R., Jiménez-Rosenberg, S. P. A. & Lluch-Cota, D. B. Preferential distribution of fish larvae in the California Current System: Time, space, and temperature. Fisheries Oceanography 27, 259–273 (2018).","10.1111/fog.12250",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Bathylagoides-wesethi.html","Bautista-Romero, J. J., Funes-Rodríguez, R., Jiménez-Rosenberg, S. P. A. & Lluch-Cota, D. B. Preferential distribution of fish larvae in the California Current System: Time, space, and temperature. Fisheries Oceanography 27, 259–273 (2018).","10.1111/fog.12250",NA,NA,NA,NA
"Actinopterygii","Gadiformes","Macrouridae","Albatrossia","Albatrossia pectoralis","Albatrossia pectoralis; Chalinura pectoralis (Gilbert, 1892); Coryphaenoides pectoralis (Gilbert, 1892); Dolloa pectoralis (Gilbert, 1892); Macrurus magnus Gill & Townsend, 1897; Macrurus pectoralis Gilbert, 1892; Nematonurus pectoralis (Gilbert, 1892)","species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"bathypelagic",NA,NA,5,0,0,0,0,1,"continental slope",NA,NA,5,0,0,0,0,1,0,NA,NA,"Arkhipkin, A. I., Laptikhovsky, V. V. & Brickle, P. An antipodal link between the North Pacific and South Atlantic Oceans? Deep Sea Research Part I: Oceanographic Research Papers 57, 1009–1011 (2010).","10.1016/j.dsr.2010.05.004",NA,NA,NA,NA,NA,NA,"bathydemersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"pelagic","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Albatrossia-pectoralis.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-migratory","planktonic","schooling",NA,NA,3,0,0,1,NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Albatrossia-pectoralis.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cephalopoda","Myopsida","Loliginidae","Doryteuthis","Doryteuthis opalescens",NA,"species","adult","decent - species level info","high",20,180,8.2,11.9,9.2,"epipelagic",NA,NA,3,0,0,1,0,0,"continental shelf",NA,NA,4,0,0,0,1,0,0,"Oceanic epipelagic selected = more commonly found in < 200 m of water, but does go deeper","found in greatest abundance around 15 meters during the day to about 30 meters at night when hunting.","Armstrong, M., Buchanan, H. & Davidson, J. Doryteuthis opalescens. Animal Diversity Web https://animaldiversity.org/accounts/Doryteuthis_opalescens/ (2012).","https://animaldiversity.org/accounts/Doryteuthis_opalescens/",NA,NA,NA,NA,NA,NA,"pelagic",1,"Adult D. opalescens move off the continental shelf by day and can be found to depths of 500 m. Adult shoals return to the surface at night to hunt",NA,"Armstrong, M., Buchanan, H. & Davidson, J. Doryteuthis opalescens. Animal Diversity Web https://animaldiversity.org/accounts/Doryteuthis_opalescens/ (2012).","https://animaldiversity.org/accounts/Doryteuthis_opalescens/",NA,NA,NA,NA,0,"pelagic",NA,NA,NA,NA,NA,NA,NA,NA,1,"Loliginidae have common inshore-offshore migration for reproduction;","Roper, C. F. E., Sweeney, M. J. & Nauen, C. E. Cephalopods of the world. An annotated and illustrated catalogue of species of interest to fisheries. FAO Fisheries Synopsis 3, 1–277 (1984).","https://repository.si.edu/bitstream/handle/10088/9988/iz_roper_FAO_1984.pdf","Jereb, P., Vecchione, M. & Roper, C. F. E. Family Loliginidae. In P. Jereb & C. F. E. Roper, eds. Cephalopods of the world. An annotated and illustrated catologue of species known to date. Volume 2. Myopsid and Oegopsid Squids. FAO Species Catalogue for Fishery Purposes 2, 38–117 (2010).","http://www.fao.org/3/i1920e/i1920e.pdf",NA,NA,NA,"schooling","schooling",NA,NA,3,0,0,1,"shoaling in 10's as paralarvae; schooling adults; schools at night were tighter than during the day","Palomares, M. L. D. & Pauly, D. SeaLifeBase. SeaLifeBase https://www.sealifebase.ca/ (2023).","https://www.sealifebase.se/summary/Doryteuthis-opalescens.html",NA,NA,NA,NA,"Google Images. https://images.google.com/ (2023).","https://images.google.com/",NA,NA,NA,NA,NA,NA
"Actinopterygii","Batrachoidiformes","Batrachoididae","Porichthys","Porichthys notatus","Porichthys notatus","species","adult","decent - species level info","high",0,366,6.9,16.8,8.3,"demersal","epipelagic","mesopelagic",2,0,1,1,1,0,"coastal","intertidal",NA,3,1,0,1,0,0,0,NA,NA,"Arora, H. L. Observations on the Habits and Early Life History of the Batrachoid Fish, Porichthys notatus Girard. Copeia 1948, 89–93 (1948).","10.2307/1438409",NA,NA,NA,NA,NA,NA,"demersal",1,"""Adults make vertical migrations at night""",NA,"Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Porichthys-notatus.html",NA,NA,NA,NA,1,"""remain out of water under rocks or seaweeds"" when in intertidal","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Porichthys-notatus.html",NA,NA,NA,NA,NA,NA,1,"""The habitat of the midshipman throughout most of the year is the benthic shelf of coastal waters, but spawning occurs in subtidal or intertidal waters during late spring and early sum- mer.""","Anctil, M. Development of bioluminescence and photophores in the midshipman fish, Porichthys notatus. Journal of Morphology 151, 363–395 (1977).","10.1002/jmor.1051510305",NA,NA,NA,NA,NA,"solitary","solitary",NA,NA,1,1,0,0,NA,"Pictolife. Pictolife https://pictolife.net/?lang=en (2023).","http://pictolife.net/pages/popup.php?espece=Poissons&id=733&menu=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinopterygii","Argentiniformes","Bathylagidae","Lipolagus","Lipolagus ochotensis","Lipolagus (Bathylagus) ochotensis; Bathylagus nakazawai Matsubara, 1940; Bathylagus ochotensis Schmidt, 1938; Leuroglossus ochotensis (Schmidt, 1938)","species","adult","species level info, but not a lot out there","medium",930,6100,1.6,2.4,1.8,"mesopelagic","bathypelagic",NA,4,0,0,0,1,1,"oceanic",NA,NA,6,0,0,0,0,0,1,NA,NA,"Asch, R. G. Climate change and decadal shifts in the phenology of larval fishes in the California Current ecosystem. Proceedings of the National Academy of Sciences 112, 4065–4074 (2015).","10.1073/pnas.1421946112",NA,NA,NA,NA,NA,NA,"bathypelagic",1,"""Night-time ascent to the surface layer by myc- tophids is considered to be a feeding migration as they primarily prey on copepods and euphausiids.8 Diets of mesopelagic fishes considered in the study area are poorly known, however, existing informa- tion from other areas indicates that myctophids, phosichthyids and L.ochotensis are zooplankton feeders.""",NA,"Yatsu, A., Sassa, C., Moku, M. & Kinoshita, T. Night-time vertical distribution and abundance of small epipelagic and mesopelagic fishes in the upper 100 m layer of the Kuroshio-Oyashio Transition Zone in Spring. Fish Sci 71, 1280–1286 (2005).","10.1111/j.1444-2906.2005.01094.x",NA,NA,NA,NA,0,"pelagic","Froese, R. & Pauly, D. FishBase. FishBase https://www.fishbase.se/search.php (2023).","https://www.fishbase.se/summary/Lipolagus-ochotensis.html",NA,NA,NA,NA,NA,NA,1,"Winter group ""Although this ontogenetic distribution pattern suggests two possibilities, expatriation and southward long-distance spawning migrations, there is no conclusive evidence which hypothesis is correct, because of lack of information on distribution of the adults in the Kuroshio region.""","Sassa, C. & Hirota, Y. Seasonal occurrence of mesopelagic fish larvae on the onshore side of the Kuroshio off southern Japan. Deep Sea Research Part I: Oceanographic Research Papers 81, 49–61 (2013).","10.1016/j.dsr.2013.07.008",NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,3,0,0,1,NA,"Radchenko, V. I. Mesopelagic Fish Community Supplies ‘Biological Pump’. The Raffles Bulletin of Zoology 265–271 (2007).","https://lkcnhm.nus.edu.sg/wp-content/uploads/sites/10/app/uploads/2017/06/s14rbz31_Radchenko-pp265-271.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes australis",NA,"species","adult","species level info, but not a lot out there","medium",0,200,NA,NA,NA,"epipelagic","demersal",NA,3,0,1,1,0,0,"coastal","continental shelf",NA,3,0,0,1,1,0,0,NA,NA,"Atlas of Living Australia. Atlas of Living Australia https://bie.ala.org.au/ (2023).","https://bie.ala.org.au/species/https://biodiversity.org.au/afd/taxa/86223c1d-e129-4042-a3f3-cc1c1c62b2fb","University of Tasmania. Institute for Marine and Antarctic Studies. Institute for Marine and Antarctic Studies - University of Tasmania https://www.imas.utas.edu.au/home (2023).","https://www.imas.utas.edu.au/zooplankton/image-key/malacostraca/euphausiacea/nyctiphanes-australis",NA,NA,NA,NA,"pelagic",1,"Nyctiphanes australis has been shown to undertake diurnal vertical migration appearing in the surface at night (Bartle, 1976; Bary, 1956) and swimming at greater depths during day possibly remaining close to the bottom.",NA,"Hosie, G. W. Biology and production of Nyctiphanes australis G.O. Sars, in the coastal waters of S.E. Tasmania. University of Tasmania 1–159 (1982).","https://pdfs.semanticscholar.org/ee1b/7733d1a3f42ad0f5953d6501d9577a9830c8.pdf",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N. australis does not regularly migrate vertically and that it forms aggregations of particular size classes which vary both temporally and spatially","Young, J. W. et al. Seasonal and interannual variability in krill (Nyctiphanes australis) stocks and their relationship to the fishery for jack mackerel (Trachurus declivis) off eastern Tasmania, Australia. Marine Biology 116, 9–18 (1993).","10.1007/BF00350726",NA,NA,NA,NA,NA,"schooling","schooling",NA,NA,3,0,0,1,"Aggregating taxa",NA,NA,NA,NA,NA,NA,"Google Images. https://images.google.com/ (2023).","https://images.google.com/",NA,NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Benthosema","Benthosema glaciale",NA,"species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"epipelagic",NA,NA,3,0,0,1,0,0,"oceanic",NA,NA,6,0,0,0,0,0,1,"Near surface dwelling larvae",NA,"Badcock, J. The significance of meristic variation in Benthosema glaciale (Pisces, Myctophoidei) and of the species distribution off northwest Africa. Deep Sea Research Part A. Oceanographic Research Papers 28, 1477–1491 (1981).","10.1016/0198-0149(81)90093-5",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"seasonal spawning","Badcock, J. The significance of meristic variation in Benthosema glaciale (Pisces, Myctophoidei) and of the species distribution off northwest Africa. Deep Sea Research Part A. Oceanographic Research Papers 28, 1477–1491 (1981).","10.1016/0198-0149(81)90093-5",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Oplophoridae","Systellaspis","Systellaspis debilis",NA,"species","larva","almost nothing known","low",NA,NA,NA,NA,NA,"mesopelagic","epipelagic",NA,4,0,0,1,1,0,"oceanic",NA,NA,6,0,0,0,0,0,1,NA,NA,"Bartilotti, C. & Santos, A. D. The secret life of deep-sea shrimps: ecological and evolutionary clues from the larval description of Systellaspis debilis (Caridea: Oplophoridae). PeerJ 7, 1–25 (2019).","10.7717/peerj.7334",NA,NA,NA,NA,NA,NA,NA,1,"Such ontological shifts in diel vertical migratory behavior",NA,"Palomares, M. L. D. & Pauly, D. SeaLifeBase. SeaLifeBase https://www.sealifebase.ca/ (2023).","https://www.sealifebase.se/summary/Systellaspis-debilis.html","Timm, L. E., Isma, L. M., Johnston, M. W. & Bracken-Grissom, H. D. Comparative Population Genomics and Biophysical Modeling of Shrimp Migration in the Gulf of Mexico Reveals Current-Mediated Connectivity. Frontiers in Marine Science 7, 1–16 (2020).","https://www.frontiersin.org/articles/10.3389/fmars.2020.00019",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Seasonal reproduction and recruitment","Griffiths, F. B. & Brandt, S. B. Mesopelagic crustacea in and around a warm-core eddy in the Tasman Sea off Eastern Australia. Mar. Freshwater Res. 34, 609–623 (1983).","10.1071/mf9830609",NA,NA,NA,NA,NA,"plankton","schooling",NA,NA,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gastropoda","Pteropoda","Cymbuliidae","Corolla","Corolla spectabilis","Corolla spectabilis","species","juvenile","almost nothing known","low",0,2150,5,26,15.5,"epipelagic",NA,NA,3,0,0,1,0,0,"oceanic",NA,NA,6,0,0,0,0,0,1,NA,NA,"Bednaršek, N., Harvey, C. J., Kaplan, I. C., Feely, R. A. & Možina, J. Pteropods on the edge: Cumulative effects of ocean acidification, warming, and deoxygenation. Progress in Oceanography 145, 1–24 (2016).","10.1016/j.pocean.2016.04.002",NA,NA,NA,NA,NA,NA,"pelagic",1,"assume juvenile is like adult",NA,NA,NA,NA,NA,NA,NA,0,"pelagic","Scripps Institution of Oceanography. Scripps Institution of Oceanography https://scripps.ucsd.edu/home (2023).","https://sio-legacy.ucsd.edu/zooplanktonguide/species/corolla-spectabilis",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"solitary","solitary",NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
